CountryCode,Conference,Year,Delegates
CRI,COP14,2008,10
CIV,COP14,2008,1
HRV,COP14,2008,7
CUB,COP14,2008,6
CYP,COP14,2008,6
CZE,COP14,2008,37
ZAR,COP14,2008,38
DNK,COP14,2008,206
DJI,COP14,2008,2
DMA,COP14,2008,3
DOM,COP14,2008,3
ECU,COP14,2008,17
EGY,COP14,2008,18
SLV,COP14,2008,7
GNQ,COP14,2008,2
ERI,COP14,2008,2
EST,COP14,2008,5
ETH,COP14,2008,4
FJI,COP14,2008,2
FIN,COP14,2008,53
FRA,COP14,2008,162
GAB,COP14,2008,12
GMB,COP14,2008,4
GEO,COP14,2008,7
DEU,COP14,2008,116
GHA,COP14,2008,11
GRC,COP14,2008,24
GRD,COP14,2008,3
GTM,COP14,2008,32
GIN,COP14,2008,5
GNB,COP14,2008,3
GUY,COP14,2008,5
HTI,COP14,2008,2
HND,COP14,2008,5
HUN,COP14,2008,11
ISL,COP14,2008,10
IND,COP14,2008,25
IDN,COP14,2008,123
IRN,COP14,2008,27
IRQ,COP14,2008,0
IRL,COP14,2008,34
ISR,COP14,2008,29
ITA,COP14,2008,50
JAM,COP14,2008,3
JPN,COP14,2008,85
JOR,COP14,2008,2
KAZ,COP14,2008,15
KEN,COP14,2008,24
KIR,COP14,2008,3
KWT,COP14,2008,14
KGZ,COP14,2008,3
LAO,COP14,2008,9
LVA,COP14,2008,7
LBN,COP14,2008,2
LSO,COP14,2008,5
LBR,COP14,2008,13
LBY,COP14,2008,3
LIE,COP14,2008,3
LTU,COP14,2008,10
LUX,COP14,2008,3
MKD,COP14,2008,6
MDG,COP14,2008,22
MWI,COP14,2008,14
MYS,COP14,2008,27
MDV,COP14,2008,6
MLI,COP14,2008,12
MLT,COP14,2008,6
MHL,COP14,2008,6
MRT,COP14,2008,2
MUS,COP14,2008,4
MEX,COP14,2008,32
FSM,COP14,2008,8
MCO,COP14,2008,4
MNG,COP14,2008,5
MNE,COP14,2008,3
MAR,COP14,2008,17
MOZ,COP14,2008,9
MMR,COP14,2008,2
NAM,COP14,2008,19
NRU,COP14,2008,3
NPL,COP14,2008,13
NLD,COP14,2008,49
NZL,COP14,2008,16
NIC,COP14,2008,4
NER,COP14,2008,2
NGA,COP14,2008,27
NOR,COP14,2008,69
OMN,COP14,2008,5
PAK,COP14,2008,11
PLW,COP14,2008,7
PAN,COP14,2008,17
PNG,COP14,2008,25
PRY,COP14,2008,4
PER,COP14,2008,14
PHL,COP14,2008,42
POL,COP14,2008,388
PRT,COP14,2008,26
QAT,COP14,2008,16
KOR,COP14,2008,73
MDA,COP14,2008,2
ROM,COP14,2008,7
RUS,COP14,2008,35
RWA,COP14,2008,2
KNA,COP14,2008,2
LCA,COP14,2008,2
VCT,COP14,2008,2
WSM,COP14,2008,14
SMR,COP14,2008,3
STP,COP14,2008,3
SAU,COP14,2008,18
SEN,COP14,2008,21
SRB,COP14,2008,11
SYC,COP14,2008,2
SLE,COP14,2008,2
SGP,COP14,2008,27
SVK,COP14,2008,14
SVN,COP14,2008,9
SLB,COP14,2008,5
SOM,COP14,2008,0
ZAF,COP14,2008,57
ESP,COP14,2008,65
LKA,COP14,2008,7
SDN,COP14,2008,14
SUR,COP14,2008,6
SWZ,COP14,2008,2
SWE,COP14,2008,78
CHE,COP14,2008,22
SYR,COP14,2008,4
TJK,COP14,2008,9
THA,COP14,2008,26
TMP,COP14,2008,15
TGO,COP14,2008,13
TON,COP14,2008,4
TTO,COP14,2008,2
TUN,COP14,2008,15
TUR,COP14,2008,35
TKM,COP14,2008,2
TUV,COP14,2008,8
UGA,COP14,2008,9
UKR,COP14,2008,19
ARE,COP14,2008,17
GBR,COP14,2008,51
TZA,COP14,2008,25
USA,COP14,2008,83
URY,COP14,2008,5
UZB,COP14,2008,2
VUT,COP14,2008,3
VEN,COP14,2008,13
VNM,COP14,2008,29
YEM,COP14,2008,2
ZMB,COP14,2008,19
ZWE,COP14,2008,3
AFG,COP15,2009,8
ALB,COP15,2009,16
DZA,COP15,2009,52
AGO,COP15,2009,48
ATG,COP15,2009,6
ARG,COP15,2009,17
ARM,COP15,2009,11
AUS,COP15,2009,98
AUT,COP15,2009,53
AZE,COP15,2009,15
BHS,COP15,2009,10
BHR,COP15,2009,23
BGD,COP15,2009,164
BRB,COP15,2009,6
BLR,COP15,2009,14
BEL,COP15,2009,93
BLZ,COP15,2009,13
BEN,COP15,2009,11
BTN,COP15,2009,16
BOL,COP15,2009,75
BIH,COP15,2009,24
BWA,COP15,2009,25
BRA,COP15,2009,566
BRN,COP15,2009,12
BGR,COP15,2009,15
BFA,COP15,2009,87
BDI,COP15,2009,18
CPV,COP15,2009,7
KHM,COP15,2009,23
CMR,COP15,2009,58
CAN,COP15,2009,207
CAF,COP15,2009,31
TCD,COP15,2009,39
CHL,COP15,2009,47
CHN,COP15,2009,334
COL,COP15,2009,40
COM,COP15,2009,6
COG,COP15,2009,84
COK,COP15,2009,15
CRI,COP15,2009,39
CIV,COP15,2009,44
HRV,COP15,2009,22
CUB,COP15,2009,27
CYP,COP15,2009,29
CZE,COP15,2009,53
ZAR,COP15,2009,94
DNK,COP15,2009,528
DJI,COP15,2009,11
DMA,COP15,2009,5
DOM,COP15,2009,25
ECU,COP15,2009,36
EGY,COP15,2009,44
SLV,COP15,2009,5
GNQ,COP15,2009,17
ERI,COP15,2009,12
EST,COP15,2009,22
ETH,COP15,2009,47
FJI,COP15,2009,19
FIN,COP15,2009,74
FRA,COP15,2009,274
GAB,COP15,2009,44
GMB,COP15,2009,24
GEO,COP15,2009,33
DEU,COP15,2009,128
GHA,COP15,2009,60
GRC,COP15,2009,80
GRD,COP15,2009,18
GTM,COP15,2009,45
GIN,COP15,2009,24
GNB,COP15,2009,12
GUY,COP15,2009,16
HTI,COP15,2009,8
HND,COP15,2009,3
HUN,COP15,2009,32
ISL,COP15,2009,28
IND,COP15,2009,77
IDN,COP15,2009,303
IRN,COP15,2009,99
IRQ,COP15,2009,22
IRL,COP15,2009,46
ISR,COP15,2009,88
ITA,COP15,2009,61
JAM,COP15,2009,12
JPN,COP15,2009,176
JOR,COP15,2009,22
KAZ,COP15,2009,34
KEN,COP15,2009,148
KIR,COP15,2009,22
KWT,COP15,2009,50
KGZ,COP15,2009,7
LAO,COP15,2009,20
LVA,COP15,2009,29
LBN,COP15,2009,62
LSO,COP15,2009,32
LBR,COP15,2009,39
LBY,COP15,2009,6
LIE,COP15,2009,5
LTU,COP15,2009,33
LUX,COP15,2009,28
MKD,COP15,2009,22
MDG,COP15,2009,31
MWI,COP15,2009,53
MYS,COP15,2009,108
MDV,COP15,2009,32
MLI,COP15,2009,83
MLT,COP15,2009,18
MHL,COP15,2009,14
MRT,COP15,2009,40
MUS,COP15,2009,13
MEX,COP15,2009,30
FSM,COP15,2009,15
MCO,COP15,2009,16
MNG,COP15,2009,28
MNE,COP15,2009,24
MAR,COP15,2009,60
MOZ,COP15,2009,28
MMR,COP15,2009,9
NAM,COP15,2009,48
NRU,COP15,2009,13
NPL,COP15,2009,94
NLD,COP15,2009,76
NZL,COP15,2009,32
NIC,COP15,2009,14
NER,COP15,2009,25
NGA,COP15,2009,222
NOR,COP15,2009,171
OMN,COP15,2009,20
PAK,COP15,2009,41
PLW,COP15,2009,13
PAN,COP15,2009,12
PNG,COP15,2009,82
PRY,COP15,2009,36
PER,COP15,2009,34
PHL,COP15,2009,112
POL,COP15,2009,81
PRT,COP15,2009,54
QAT,COP15,2009,17
KOR,COP15,2009,261
MDA,COP15,2009,7
ROM,COP15,2009,64
RUS,COP15,2009,119
RWA,COP15,2009,13
KNA,COP15,2009,9
LCA,COP15,2009,11
VCT,COP15,2009,9
WSM,COP15,2009,18
SMR,COP15,2009,5
STP,COP15,2009,5
SAU,COP15,2009,20
SEN,COP15,2009,101
SRB,COP15,2009,23
SYC,COP15,2009,10
SLE,COP15,2009,12
SGP,COP15,2009,59
SVK,COP15,2009,29
SVN,COP15,2009,28
SLB,COP15,2009,26
SOM,COP15,2009,3
ZAF,COP15,2009,112
ESP,COP15,2009,162
LKA,COP15,2009,10
SDN,COP15,2009,41
SUR,COP15,2009,21
SWZ,COP15,2009,30
SWE,COP15,2009,207
CHE,COP15,2009,37
SYR,COP15,2009,5
TJK,COP15,2009,35
THA,COP15,2009,72
TMP,COP15,2009,12
TGO,COP15,2009,34
TON,COP15,2009,7
TTO,COP15,2009,8
TUN,COP15,2009,21
TUR,COP15,2009,122
TKM,COP15,2009,3
TUV,COP15,2009,19
UGA,COP15,2009,70
UKR,COP15,2009,43
ARE,COP15,2009,34
GBR,COP15,2009,111
TZA,COP15,2009,75
USA,COP15,2009,273
URY,COP15,2009,11
UZB,COP15,2009,2
VUT,COP15,2009,10
VEN,COP15,2009,42
VNM,COP15,2009,81
YEM,COP15,2009,5
ZMB,COP15,2009,56
ZWE,COP15,2009,43
AFG,COP16,2010,2
ALB,COP16,2010,7
DZA,COP16,2010,22
AGO,COP16,2010,23
ATG,COP16,2010,3
ARG,COP16,2010,39
ARM,COP16,2010,3
AUS,COP16,2010,37
AUT,COP16,2010,28
AZE,COP16,2010,2
BHS,COP16,2010,5
BHR,COP16,2010,4
BGD,COP16,2010,68
BRB,COP16,2010,5
BLR,COP16,2010,8
BEL,COP16,2010,104
BLZ,COP16,2010,14
BEN,COP16,2010,6
BTN,COP16,2010,9
BOL,COP16,2010,40
BIH,COP16,2010,6
BWA,COP16,2010,8
BRA,COP16,2010,535
BRN,COP16,2010,12
BGR,COP16,2010,7
BFA,COP16,2010,16
BDI,COP16,2010,8
CPV,COP16,2010,5
KHM,COP16,2010,22
CMR,COP16,2010,16
CAN,COP16,2010,89
CAF,COP16,2010,21
TCD,COP16,2010,20
CHL,COP16,2010,31
CHN,COP16,2010,103
COL,COP16,2010,27
COM,COP16,2010,7
COG,COP16,2010,15
COK,COP16,2010,11
CRI,COP16,2010,40
CIV,COP16,2010,7
HRV,COP16,2010,11
CUB,COP16,2010,11
CYP,COP16,2010,6
CZE,COP16,2010,15
ZAR,COP16,2010,66
DNK,COP16,2010,56
DJI,COP16,2010,4
DMA,COP16,2010,6
DOM,COP16,2010,35
ECU,COP16,2010,104
EGY,COP16,2010,25
SLV,COP16,2010,22
GNQ,COP16,2010,0
ERI,COP16,2010,3
EST,COP16,2010,8
ETH,COP16,2010,35
FJI,COP16,2010,12
FIN,COP16,2010,32
FRA,COP16,2010,95
GAB,COP16,2010,11
GMB,COP16,2010,15
GEO,COP16,2010,24
DEU,COP16,2010,78
GHA,COP16,2010,29
GRC,COP16,2010,10
GRD,COP16,2010,21
GTM,COP16,2010,54
GIN,COP16,2010,19
GNB,COP16,2010,4
GUY,COP16,2010,11
HTI,COP16,2010,7
HND,COP16,2010,61
HUN,COP16,2010,24
ISL,COP16,2010,5
IND,COP16,2010,30
IDN,COP16,2010,68
IRN,COP16,2010,10
IRQ,COP16,2010,11
IRL,COP16,2010,18
ISR,COP16,2010,34
ITA,COP16,2010,59
JAM,COP16,2010,7
JPN,COP16,2010,108
JOR,COP16,2010,4
KAZ,COP16,2010,13
KEN,COP16,2010,54
KIR,COP16,2010,26
KWT,COP16,2010,24
KGZ,COP16,2010,5
LAO,COP16,2010,10
LVA,COP16,2010,4
LBN,COP16,2010,5
LSO,COP16,2010,10
LBR,COP16,2010,14
LBY,COP16,2010,6
LIE,COP16,2010,5
LTU,COP16,2010,6
LUX,COP16,2010,9
MKD,COP16,2010,3
MDG,COP16,2010,8
MWI,COP16,2010,32
MYS,COP16,2010,26
MDV,COP16,2010,19
MLI,COP16,2010,32
MLT,COP16,2010,4
MHL,COP16,2010,11
MRT,COP16,2010,5
MUS,COP16,2010,3
MEX,COP16,2010,88
FSM,COP16,2010,16
MCO,COP16,2010,0
MNG,COP16,2010,5
MNE,COP16,2010,10
MAR,COP16,2010,30
MOZ,COP16,2010,13
MMR,COP16,2010,1
NAM,COP16,2010,23
NRU,COP16,2010,11
NPL,COP16,2010,13
NLD,COP16,2010,37
NZL,COP16,2010,22
NIC,COP16,2010,6
NER,COP16,2010,16
NGA,COP16,2010,122
NOR,COP16,2010,85
OMN,COP16,2010,5
PAK,COP16,2010,37
PLW,COP16,2010,5
PAN,COP16,2010,41
PNG,COP16,2010,36
PRY,COP16,2010,36
PER,COP16,2010,20
PHL,COP16,2010,38
POL,COP16,2010,47
PRT,COP16,2010,19
QAT,COP16,2010,40
KOR,COP16,2010,126
MDA,COP16,2010,6
ROM,COP16,2010,15
RUS,COP16,2010,36
RWA,COP16,2010,3
KNA,COP16,2010,3
LCA,COP16,2010,9
VCT,COP16,2010,5
WSM,COP16,2010,11
SMR,COP16,2010,2
STP,COP16,2010,5
SAU,COP16,2010,19
SEN,COP16,2010,32
SRB,COP16,2010,10
SYC,COP16,2010,4
SLE,COP16,2010,9
SGP,COP16,2010,41
SVK,COP16,2010,7
SVN,COP16,2010,9
SLB,COP16,2010,7
SOM,COP16,2010,3
ZAF,COP16,2010,173
ESP,COP16,2010,38
LKA,COP16,2010,10
SDN,COP16,2010,8
SUR,COP16,2010,5
SWZ,COP16,2010,4
SWE,COP16,2010,55
CHE,COP16,2010,28
SYR,COP16,2010,4
TJK,COP16,2010,8
THA,COP16,2010,61
TMP,COP16,2010,4
TGO,COP16,2010,16
TON,COP16,2010,1
TTO,COP16,2010,8
TUN,COP16,2010,11
TUR,COP16,2010,72
TKM,COP16,2010,2
TUV,COP16,2010,16
UGA,COP16,2010,41
UKR,COP16,2010,25
ARE,COP16,2010,40
GBR,COP16,2010,46
TZA,COP16,2010,31
USA,COP16,2010,119
URY,COP16,2010,16
UZB,COP16,2010,2
VUT,COP16,2010,4
VEN,COP16,2010,18
VNM,COP16,2010,32
YEM,COP16,2010,13
ZMB,COP16,2010,31
ZWE,COP16,2010,21
AFG,COP17,2011,5
ALB,COP17,2011,3
DZA,COP17,2011,23
AGO,COP17,2011,45
ATG,COP17,2011,4
ARG,COP17,2011,38
ARM,COP17,2011,3
AUS,COP17,2011,43
AUT,COP17,2011,31
AZE,COP17,2011,2
BHS,COP17,2011,3
BHR,COP17,2011,9
BGD,COP17,2011,102
BRB,COP17,2011,5
BLR,COP17,2011,7
BEL,COP17,2011,69
BLZ,COP17,2011,16
BEN,COP17,2011,14
BTN,COP17,2011,14
BOL,COP17,2011,36
BIH,COP17,2011,6
BWA,COP17,2011,61
BRA,COP17,2011,224
BRN,COP17,2011,9
BGR,COP17,2011,7
BFA,COP17,2011,22
BDI,COP17,2011,18
CPV,COP17,2011,4
KHM,COP17,2011,23
CMR,COP17,2011,16
CAN,COP17,2011,69
CAF,COP17,2011,14
TCD,COP17,2011,50
CHL,COP17,2011,25
CHN,COP17,2011,166
COL,COP17,2011,13
COM,COP17,2011,10
COG,COP17,2011,39
COK,COP17,2011,6
CRI,COP17,2011,26
CIV,COP17,2011,15
HRV,COP17,2011,5
CUB,COP17,2011,8
CYP,COP17,2011,8
CZE,COP17,2011,9
ZAR,COP17,2011,67
DNK,COP17,2011,59
DJI,COP17,2011,3
DMA,COP17,2011,6
DOM,COP17,2011,17
ECU,COP17,2011,27
EGY,COP17,2011,11
SLV,COP17,2011,8
GNQ,COP17,2011,0
ERI,COP17,2011,8
EST,COP17,2011,5
ETH,COP17,2011,56
FJI,COP17,2011,14
FIN,COP17,2011,41
FRA,COP17,2011,106
GAB,COP17,2011,27
GMB,COP17,2011,20
GEO,COP17,2011,6
DEU,COP17,2011,77
GHA,COP17,2011,48
GRC,COP17,2011,12
GRD,COP17,2011,21
GTM,COP17,2011,18
GIN,COP17,2011,30
GNB,COP17,2011,19
GUY,COP17,2011,4
HTI,COP17,2011,7
HND,COP17,2011,18
HUN,COP17,2011,10
ISL,COP17,2011,3
IND,COP17,2011,34
IDN,COP17,2011,83
IRN,COP17,2011,15
IRQ,COP17,2011,16
IRL,COP17,2011,27
ISR,COP17,2011,24
ITA,COP17,2011,41
JAM,COP17,2011,6
JPN,COP17,2011,127
JOR,COP17,2011,2
KAZ,COP17,2011,14
KEN,COP17,2011,91
KIR,COP17,2011,8
KWT,COP17,2011,18
KGZ,COP17,2011,4
LAO,COP17,2011,15
LVA,COP17,2011,4
LBN,COP17,2011,9
LSO,COP17,2011,68
LBR,COP17,2011,11
LBY,COP17,2011,7
LIE,COP17,2011,3
LTU,COP17,2011,9
LUX,COP17,2011,7
MKD,COP17,2011,1
MDG,COP17,2011,16
MWI,COP17,2011,50
MYS,COP17,2011,31
MDV,COP17,2011,6
MLI,COP17,2011,49
MLT,COP17,2011,6
MHL,COP17,2011,10
MRT,COP17,2011,10
MUS,COP17,2011,3
MEX,COP17,2011,33
FSM,COP17,2011,4
MCO,COP17,2011,12
MNG,COP17,2011,8
MNE,COP17,2011,6
MAR,COP17,2011,17
MOZ,COP17,2011,71
MMR,COP17,2011,0
NAM,COP17,2011,72
NRU,COP17,2011,14
NPL,COP17,2011,31
NLD,COP17,2011,19
NZL,COP17,2011,26
NIC,COP17,2011,5
NER,COP17,2011,39
NGA,COP17,2011,111
NOR,COP17,2011,59
OMN,COP17,2011,10
PAK,COP17,2011,30
PLW,COP17,2011,7
PAN,COP17,2011,17
PNG,COP17,2011,55
PRY,COP17,2011,20
PER,COP17,2011,12
PHL,COP17,2011,57
POL,COP17,2011,53
PRT,COP17,2011,25
QAT,COP17,2011,28
KOR,COP17,2011,96
MDA,COP17,2011,3
ROM,COP17,2011,12
RUS,COP17,2011,28
RWA,COP17,2011,12
KNA,COP17,2011,3
LCA,COP17,2011,8
VCT,COP17,2011,6
WSM,COP17,2011,17
SMR,COP17,2011,2
STP,COP17,2011,7
SAU,COP17,2011,24
SEN,COP17,2011,62
SRB,COP17,2011,8
SYC,COP17,2011,7
SLE,COP17,2011,9
SGP,COP17,2011,40
SVK,COP17,2011,8
SVN,COP17,2011,7
SLB,COP17,2011,7
SOM,COP17,2011,3
ZAF,COP17,2011,329
ESP,COP17,2011,17
LKA,COP17,2011,20
SDN,COP17,2011,20
SUR,COP17,2011,13
SWZ,COP17,2011,37
SWE,COP17,2011,43
CHE,COP17,2011,30
SYR,COP17,2011,3
TJK,COP17,2011,7
THA,COP17,2011,58
TMP,COP17,2011,9
TGO,COP17,2011,21
TON,COP17,2011,4
TTO,COP17,2011,8
TUN,COP17,2011,17
TUR,COP17,2011,42
TKM,COP17,2011,2
TUV,COP17,2011,8
UGA,COP17,2011,60
UKR,COP17,2011,30
ARE,COP17,2011,23
GBR,COP17,2011,40
TZA,COP17,2011,58
USA,COP17,2011,96
URY,COP17,2011,8
UZB,COP17,2011,3
VUT,COP17,2011,8
VEN,COP17,2011,13
VNM,COP17,2011,25
YEM,COP17,2011,4
ZMB,COP17,2011,52
ZWE,COP17,2011,39
AFG,COP18,2012,5
ALB,COP18,2012,6
DZA,COP18,2012,29
AGO,COP18,2012,45
ATG,COP18,2012,5
ARG,COP18,2012,15
ARM,COP18,2012,5
AUS,COP18,2012,41
AUT,COP18,2012,26
AZE,COP18,2012,1
BHS,COP18,2012,2
BHR,COP18,2012,30
BGD,COP18,2012,98
BRB,COP18,2012,6
BLR,COP18,2012,10
BEL,COP18,2012,50
BLZ,COP18,2012,9
BEN,COP18,2012,16
BTN,COP18,2012,11
BOL,COP18,2012,23
BIH,COP18,2012,12
BWA,COP18,2012,19
BRA,COP18,2012,118
BRN,COP18,2012,12
BGR,COP18,2012,11
BFA,COP18,2012,10
BDI,COP18,2012,10
CPV,COP18,2012,6
KHM,COP18,2012,23
CMR,COP18,2012,14
CAN,COP18,2012,55
CAF,COP18,2012,10
TCD,COP18,2012,24
CHL,COP18,2012,19
CHN,COP18,2012,141
COL,COP18,2012,9
COM,COP18,2012,8
COG,COP18,2012,51
COK,COP18,2012,8
CRI,COP18,2012,20
CIV,COP18,2012,11
HRV,COP18,2012,9
CUB,COP18,2012,9
CYP,COP18,2012,26
CZE,COP18,2012,8
ZAR,COP18,2012,62
DNK,COP18,2012,42
DJI,COP18,2012,23
DMA,COP18,2012,5
DOM,COP18,2012,12
ECU,COP18,2012,19
EGY,COP18,2012,20
SLV,COP18,2012,7
GNQ,COP18,2012,3
ERI,COP18,2012,4
EST,COP18,2012,5
ETH,COP18,2012,45
FJI,COP18,2012,22
FIN,COP18,2012,36
FRA,COP18,2012,87
GAB,COP18,2012,16
GMB,COP18,2012,22
GEO,COP18,2012,7
DEU,COP18,2012,70
GHA,COP18,2012,30
GRC,COP18,2012,5
GRD,COP18,2012,11
GTM,COP18,2012,5
GIN,COP18,2012,8
GNB,COP18,2012,10
GUY,COP18,2012,6
HTI,COP18,2012,6
HND,COP18,2012,11
HUN,COP18,2012,7
ISL,COP18,2012,6
IND,COP18,2012,33
IDN,COP18,2012,97
IRN,COP18,2012,14
IRQ,COP18,2012,25
IRL,COP18,2012,26
ISR,COP18,2012,3
ITA,COP18,2012,46
JAM,COP18,2012,6
JPN,COP18,2012,115
JOR,COP18,2012,2
KAZ,COP18,2012,14
KEN,COP18,2012,47
KIR,COP18,2012,5
KWT,COP18,2012,28
KGZ,COP18,2012,3
LAO,COP18,2012,10
LVA,COP18,2012,6
LBN,COP18,2012,16
LSO,COP18,2012,10
LBR,COP18,2012,17
LBY,COP18,2012,21
LIE,COP18,2012,3
LTU,COP18,2012,14
LUX,COP18,2012,4
MKD,COP18,2012,0
MDG,COP18,2012,7
MWI,COP18,2012,26
MYS,COP18,2012,26
MDV,COP18,2012,7
MLI,COP18,2012,24
MLT,COP18,2012,2
MHL,COP18,2012,8
MRT,COP18,2012,12
MUS,COP18,2012,2
MEX,COP18,2012,27
FSM,COP18,2012,7
MCO,COP18,2012,8
MNG,COP18,2012,4
MNE,COP18,2012,3
MAR,COP18,2012,17
MOZ,COP18,2012,26
MMR,COP18,2012,0
NAM,COP18,2012,15
NRU,COP18,2012,25
NPL,COP18,2012,30
NLD,COP18,2012,18
NZL,COP18,2012,21
NIC,COP18,2012,6
NER,COP18,2012,21
NGA,COP18,2012,106
NOR,COP18,2012,59
OMN,COP18,2012,14
PAK,COP18,2012,17
PLW,COP18,2012,8
PAN,COP18,2012,13
PNG,COP18,2012,29
PRY,COP18,2012,8
PER,COP18,2012,14
PHL,COP18,2012,40
POL,COP18,2012,35
PRT,COP18,2012,12
QAT,COP18,2012,138
KOR,COP18,2012,145
MDA,COP18,2012,2
ROM,COP18,2012,8
RUS,COP18,2012,38
RWA,COP18,2012,5
KNA,COP18,2012,2
LCA,COP18,2012,4
VCT,COP18,2012,3
WSM,COP18,2012,7
SMR,COP18,2012,0
STP,COP18,2012,3
SAU,COP18,2012,35
SEN,COP18,2012,19
SRB,COP18,2012,3
SYC,COP18,2012,4
SLE,COP18,2012,6
SGP,COP18,2012,30
SVK,COP18,2012,9
SVN,COP18,2012,2
SLB,COP18,2012,10
SOM,COP18,2012,4
ZAF,COP18,2012,78
ESP,COP18,2012,14
LKA,COP18,2012,14
SDN,COP18,2012,36
SUR,COP18,2012,3
SWZ,COP18,2012,32
SWE,COP18,2012,43
CHE,COP18,2012,28
SYR,COP18,2012,0
TJK,COP18,2012,3
THA,COP18,2012,50
TMP,COP18,2012,7
TGO,COP18,2012,18
TON,COP18,2012,4
TTO,COP18,2012,4
TUN,COP18,2012,17
TUR,COP18,2012,55
TKM,COP18,2012,1
TUV,COP18,2012,14
UGA,COP18,2012,50
UKR,COP18,2012,27
ARE,COP18,2012,66
GBR,COP18,2012,46
TZA,COP18,2012,43
USA,COP18,2012,51
URY,COP18,2012,9
UZB,COP18,2012,4
VUT,COP18,2012,8
VEN,COP18,2012,13
VNM,COP18,2012,30
YEM,COP18,2012,4
ZMB,COP18,2012,34
ZWE,COP18,2012,17
AFG,COP19,2013,5
ALB,COP19,2013,2
DZA,COP19,2013,20
AGO,COP19,2013,38
ATG,COP19,2013,3
ARG,COP19,2013,14
ARM,COP19,2013,5
AUS,COP19,2013,20
AUT,COP19,2013,36
AZE,COP19,2013,1
BHS,COP19,2013,4
BHR,COP19,2013,4
BGD,COP19,2013,55
BRB,COP19,2013,0
BLR,COP19,2013,10
BEL,COP19,2013,62
BLZ,COP19,2013,12
BEN,COP19,2013,11
BTN,COP19,2013,8
BOL,COP19,2013,20
BIH,COP19,2013,11
BWA,COP19,2013,12
BRA,COP19,2013,42
BRN,COP19,2013,10
BGR,COP19,2013,14
BFA,COP19,2013,14
BDI,COP19,2013,8
CPV,COP19,2013,0
KHM,COP19,2013,16
CMR,COP19,2013,19
CAN,COP19,2013,57
CAF,COP19,2013,5
TCD,COP19,2013,15
CHL,COP19,2013,27
CHN,COP19,2013,113
COL,COP19,2013,16
COM,COP19,2013,4
COG,COP19,2013,8
COK,COP19,2013,8
CRI,COP19,2013,12
CIV,COP19,2013,10
HRV,COP19,2013,10
CUB,COP19,2013,6
CYP,COP19,2013,4
CZE,COP19,2013,11
ZAR,COP19,2013,37
DNK,COP19,2013,45
DJI,COP19,2013,3
DMA,COP19,2013,3
DOM,COP19,2013,19
