CountryCode,Conference,Year,Delegates
LTU,COP4,1998,5
LUX,COP4,1998,1
MKD,COP4,1998,0
MDG,COP4,1998,0
MWI,COP4,1998,3
MYS,COP4,1998,9
MDV,COP4,1998,2
MLI,COP4,1998,3
MLT,COP4,1998,0
MHL,COP4,1998,2
MRT,COP4,1998,2
MUS,COP4,1998,1
MEX,COP4,1998,20
FSM,COP4,1998,9
MCO,COP4,1998,2
MNG,COP4,1998,1
MNE,COP4,1998,0
MAR,COP4,1998,11
MOZ,COP4,1998,0
MMR,COP4,1998,2
NAM,COP4,1998,1
NRU,COP4,1998,3
NPL,COP4,1998,2
NLD,COP4,1998,17
NZL,COP4,1998,13
NIC,COP4,1998,5
NER,COP4,1998,2
NGA,COP4,1998,9
NOR,COP4,1998,23
OMN,COP4,1998,4
PAK,COP4,1998,2
PLW,COP4,1998,0
PAN,COP4,1998,5
PNG,COP4,1998,3
PRY,COP4,1998,12
PER,COP4,1998,11
PHL,COP4,1998,13
POL,COP4,1998,12
PRT,COP4,1998,11
QAT,COP4,1998,6
KOR,COP4,1998,9
MDA,COP4,1998,1
ROM,COP4,1998,5
RUS,COP4,1998,8
RWA,COP4,1998,0
KNA,COP4,1998,0
LCA,COP4,1998,2
VCT,COP4,1998,0
WSM,COP4,1998,2
SMR,COP4,1998,0
STP,COP4,1998,0
SAU,COP4,1998,16
SEN,COP4,1998,7
SCG,COP4,1998,0
SYC,COP4,1998,3
SLE,COP4,1998,2
SGP,COP4,1998,3
SVK,COP4,1998,3
SVN,COP4,1998,6
SLB,COP4,1998,3
SOM,COP4,1998,0
ZAF,COP4,1998,17
ESP,COP4,1998,12
LKA,COP4,1998,1
SDN,COP4,1998,5
SUR,COP4,1998,0
SWZ,COP4,1998,2
SWE,COP4,1998,25
CHE,COP4,1998,12
SYR,COP4,1998,6
TJK,COP4,1998,0
THA,COP4,1998,13
TMP,COP4,1998,0
TGO,COP4,1998,3
TON,COP4,1998,0
TTO,COP4,1998,3
TUN,COP4,1998,3
TUR,COP4,1998,0
TKM,COP4,1998,3
TUV,COP4,1998,5
UGA,COP4,1998,4
UKR,COP4,1998,5
ARE,COP4,1998,6
GBR,COP4,1998,34
TZA,COP4,1998,7
USA,COP4,1998,83
URY,COP4,1998,4
UZB,COP4,1998,2
VUT,COP4,1998,0
VEN,COP4,1998,11
VNM,COP4,1998,3
YEM,COP4,1998,0
ZMB,COP4,1998,2
ZWE,COP4,1998,6
AFG,COP5,1999,0
ALB,COP5,1999,2
DZA,COP5,1999,2
AGO,COP5,1999,0
ATG,COP5,1999,2
ARG,COP5,1999,24
ARM,COP5,1999,1
AUS,COP5,1999,24
AUT,COP5,1999,18
AZE,COP5,1999,3
BHS,COP5,1999,1
BHR,COP5,1999,0
BGD,COP5,1999,7
BRB,COP5,1999,2
BLR,COP5,1999,0
BEL,COP5,1999,17
BLZ,COP5,1999,0
BEN,COP5,1999,6
BTN,COP5,1999,3
BOL,COP5,1999,9
BIH,COP5,1999,0
BWA,COP5,1999,3
BRA,COP5,1999,30
BRN,COP5,1999,0
BGR,COP5,1999,4
BFA,COP5,1999,5
BDI,COP5,1999,2
CPV,COP5,1999,0
KHM,COP5,1999,5
CMR,COP5,1999,0
CAN,COP5,1999,42
CAF,COP5,1999,2
TCD,COP5,1999,2
CHL,COP5,1999,10
CHN,COP5,1999,23
COL,COP5,1999,10
COM,COP5,1999,2
COG,COP5,1999,3
COK,COP5,1999,5
CRI,COP5,1999,3
CIV,COP5,1999,6
HRV,COP5,1999,4
CUB,COP5,1999,4
CYP,COP5,1999,1
CZE,COP5,1999,7
ZAR,COP5,1999,2
DNK,COP5,1999,22
DJI,COP5,1999,2
DMA,COP5,1999,1
DOM,COP5,1999,2
ECU,COP5,1999,7
EGY,COP5,1999,6
SLV,COP5,1999,10
GNQ,COP5,1999,0
ERI,COP5,1999,2
EST,COP5,1999,3
ETH,COP5,1999,3
FJI,COP5,1999,4
FIN,COP5,1999,54
FRA,COP5,1999,38
GAB,COP5,1999,0
GMB,COP5,1999,2
GEO,COP5,1999,6
DEU,COP5,1999,87
GHA,COP5,1999,6
GRC,COP5,1999,4
GRD,COP5,1999,0
GTM,COP5,1999,6
GIN,COP5,1999,5
GNB,COP5,1999,5
GUY,COP5,1999,0
HTI,COP5,1999,3
HND,COP5,1999,4
HUN,COP5,1999,7
ISL,COP5,1999,7
IND,COP5,1999,10
IDN,COP5,1999,21
IRN,COP5,1999,10
IRQ,COP5,1999,0
IRL,COP5,1999,17
ISR,COP5,1999,1
ITA,COP5,1999,23
JAM,COP5,1999,5
JPN,COP5,1999,28
JOR,COP5,1999,3
KAZ,COP5,1999,8
KEN,COP5,1999,4
KIR,COP5,1999,3
KWT,COP5,1999,10
KGZ,COP5,1999,0
LAO,COP5,1999,4
LVA,COP5,1999,4
LBN,COP5,1999,1
LSO,COP5,1999,3
LBR,COP5,1999,0
LBY,COP5,1999,6
LIE,COP5,1999,2
LTU,COP5,1999,1
LUX,COP5,1999,3
MKD,COP5,1999,4
MDG,COP5,1999,0
MWI,COP5,1999,2
MYS,COP5,1999,7
MDV,COP5,1999,2
MLI,COP5,1999,6
MLT,COP5,1999,3
MHL,COP5,1999,2
MRT,COP5,1999,3
MUS,COP5,1999,2
MEX,COP5,1999,17
FSM,COP5,1999,12
MCO,COP5,1999,1
MNG,COP5,1999,5
MNE,COP5,1999,0
MAR,COP5,1999,8
MOZ,COP5,1999,2
MMR,COP5,1999,2
NAM,COP5,1999,0
NRU,COP5,1999,3
NPL,COP5,1999,3
NLD,COP5,1999,29
NZL,COP5,1999,6
NIC,COP5,1999,5
NER,COP5,1999,5
NGA,COP5,1999,13
NOR,COP5,1999,25
OMN,COP5,1999,3
PAK,COP5,1999,5
PLW,COP5,1999,0
PAN,COP5,1999,2
PNG,COP5,1999,6
PRY,COP5,1999,10
PER,COP5,1999,8
PHL,COP5,1999,11
POL,COP5,1999,17
PRT,COP5,1999,25
QAT,COP5,1999,5
KOR,COP5,1999,18
MDA,COP5,1999,2
ROM,COP5,1999,4
RUS,COP5,1999,10
RWA,COP5,1999,4
KNA,COP5,1999,0
LCA,COP5,1999,2
VCT,COP5,1999,0
WSM,COP5,1999,4
SMR,COP5,1999,0
STP,COP5,1999,0
SAU,COP5,1999,15
SEN,COP5,1999,5
SCG,COP5,1999,0
SYC,COP5,1999,2
SLE,COP5,1999,3
SGP,COP5,1999,5
SVK,COP5,1999,5
SVN,COP5,1999,4
SLB,COP5,1999,3
SOM,COP5,1999,0
ZAF,COP5,1999,11
ESP,COP5,1999,11
LKA,COP5,1999,3
SDN,COP5,1999,6
SUR,COP5,1999,2
SWZ,COP5,1999,3
SWE,COP5,1999,29
CHE,COP5,1999,16
SYR,COP5,1999,5
TJK,COP5,1999,0
THA,COP5,1999,16
TMP,COP5,1999,0
TGO,COP5,1999,2
TON,COP5,1999,1
TTO,COP5,1999,3
TUN,COP5,1999,8
TUR,COP5,1999,0
TKM,COP5,1999,2
TUV,COP5,1999,5
UGA,COP5,1999,7
UKR,COP5,1999,7
ARE,COP5,1999,10
GBR,COP5,1999,34
TZA,COP5,1999,8
USA,COP5,1999,121
URY,COP5,1999,4
UZB,COP5,1999,5
VUT,COP5,1999,5
VEN,COP5,1999,8
VNM,COP5,1999,3
YEM,COP5,1999,4
ZMB,COP5,1999,7
ZWE,COP5,1999,7
AFG,COP6,2000,0
ALB,COP6,2000,2
DZA,COP6,2000,8
AGO,COP6,2000,4
ATG,COP6,2000,3
ARG,COP6,2000,7
ARM,COP6,2000,5
AUS,COP6,2000,31
AUT,COP6,2000,27
AZE,COP6,2000,4
BHS,COP6,2000,2
BHR,COP6,2000,0
BGD,COP6,2000,12
BRB,COP6,2000,4
BLR,COP6,2000,6
BEL,COP6,2000,40
BLZ,COP6,2000,2
BEN,COP6,2000,7
BTN,COP6,2000,4
BOL,COP6,2000,7
BIH,COP6,2000,0
BWA,COP6,2000,5
BRA,COP6,2000,65
BRN,COP6,2000,0
BGR,COP6,2000,2
BFA,COP6,2000,2
BDI,COP6,2000,3
CPV,COP6,2000,7
KHM,COP6,2000,2
CMR,COP6,2000,0
CAN,COP6,2000,81
CAF,COP6,2000,2
TCD,COP6,2000,2
CHL,COP6,2000,14
CHN,COP6,2000,28
COL,COP6,2000,16
COM,COP6,2000,2
COG,COP6,2000,2
COK,COP6,2000,5
CRI,COP6,2000,17
CIV,COP6,2000,5
HRV,COP6,2000,7
CUB,COP6,2000,5
CYP,COP6,2000,4
CZE,COP6,2000,12
ZAR,COP6,2000,3
DNK,COP6,2000,39
DJI,COP6,2000,2
DMA,COP6,2000,0
DOM,COP6,2000,4
ECU,COP6,2000,13
EGY,COP6,2000,11
SLV,COP6,2000,9
GNQ,COP6,2000,0
ERI,COP6,2000,2
EST,COP6,2000,3
ETH,COP6,2000,5
FJI,COP6,2000,3
FIN,COP6,2000,43
FRA,COP6,2000,72
GAB,COP6,2000,2
GMB,COP6,2000,6
GEO,COP6,2000,5
DEU,COP6,2000,74
GHA,COP6,2000,8
GRC,COP6,2000,16
GRD,COP6,2000,3
GTM,COP6,2000,8
GIN,COP6,2000,2
GNB,COP6,2000,3
GUY,COP6,2000,4
HTI,COP6,2000,3
HND,COP6,2000,17
HUN,COP6,2000,12
ISL,COP6,2000,10
IND,COP6,2000,12
IDN,COP6,2000,26
IRN,COP6,2000,21
IRQ,COP6,2000,0
IRL,COP6,2000,19
ISR,COP6,2000,9
ITA,COP6,2000,42
JAM,COP6,2000,10
JPN,COP6,2000,69
JOR,COP6,2000,4
KAZ,COP6,2000,9
KEN,COP6,2000,14
KIR,COP6,2000,4
KWT,COP6,2000,15
KGZ,COP6,2000,3
LAO,COP6,2000,1
LVA,COP6,2000,7
LBN,COP6,2000,2
LSO,COP6,2000,2
LBR,COP6,2000,0
LBY,COP6,2000,8
LIE,COP6,2000,1
LTU,COP6,2000,3
LUX,COP6,2000,6
MKD,COP6,2000,0
MDG,COP6,2000,3
MWI,COP6,2000,3
MYS,COP6,2000,11
MDV,COP6,2000,4
MLI,COP6,2000,3
MLT,COP6,2000,5
MHL,COP6,2000,2
MRT,COP6,2000,2
MUS,COP6,2000,3
MEX,COP6,2000,35
FSM,COP6,2000,12
MCO,COP6,2000,2
MNG,COP6,2000,7
MNE,COP6,2000,0
MAR,COP6,2000,27
MOZ,COP6,2000,5
MMR,COP6,2000,3
NAM,COP6,2000,3
NRU,COP6,2000,2
NPL,COP6,2000,0
NLD,COP6,2000,52
NZL,COP6,2000,29
NIC,COP6,2000,6
NER,COP6,2000,4
NGA,COP6,2000,15
NOR,COP6,2000,29
OMN,COP6,2000,3
PAK,COP6,2000,4
PLW,COP6,2000,4
PAN,COP6,2000,7
PNG,COP6,2000,9
PRY,COP6,2000,14
PER,COP6,2000,20
PHL,COP6,2000,13
POL,COP6,2000,32
PRT,COP6,2000,28
QAT,COP6,2000,7
KOR,COP6,2000,23
MDA,COP6,2000,4
ROM,COP6,2000,9
RUS,COP6,2000,20
RWA,COP6,2000,2
KNA,COP6,2000,0
LCA,COP6,2000,4
VCT,COP6,2000,1
WSM,COP6,2000,8
SMR,COP6,2000,0
STP,COP6,2000,3
SAU,COP6,2000,21
SEN,COP6,2000,11
SCG,COP6,2000,0
SYC,COP6,2000,2
SLE,COP6,2000,3
SGP,COP6,2000,4
SVK,COP6,2000,4
SVN,COP6,2000,10
SLB,COP6,2000,5
SOM,COP6,2000,0
ZAF,COP6,2000,14
ESP,COP6,2000,29
LKA,COP6,2000,3
SDN,COP6,2000,7
SUR,COP6,2000,8
SWZ,COP6,2000,4
SWE,COP6,2000,45
CHE,COP6,2000,20
SYR,COP6,2000,5
TJK,COP6,2000,2
THA,COP6,2000,11
TMP,COP6,2000,0
TGO,COP6,2000,4
TON,COP6,2000,3
TTO,COP6,2000,2
TUN,COP6,2000,13
TUR,COP6,2000,0
TKM,COP6,2000,2
TUV,COP6,2000,3
UGA,COP6,2000,10
UKR,COP6,2000,13
ARE,COP6,2000,9
GBR,COP6,2000,41
TZA,COP6,2000,10
USA,COP6,2000,99
URY,COP6,2000,11
UZB,COP6,2000,2
VUT,COP6,2000,7
VEN,COP6,2000,12
VNM,COP6,2000,5
YEM,COP6,2000,4
ZMB,COP6,2000,5
ZWE,COP6,2000,3
AFG,COP7,2001,0
ALB,COP7,2001,1
DZA,COP7,2001,8
AGO,COP7,2001,5
ATG,COP7,2001,3
ARG,COP7,2001,5
ARM,COP7,2001,2
AUS,COP7,2001,16
AUT,COP7,2001,21
AZE,COP7,2001,1
BHS,COP7,2001,2
BHR,COP7,2001,7
BGD,COP7,2001,3
BRB,COP7,2001,2
BLR,COP7,2001,2
BEL,COP7,2001,68
BLZ,COP7,2001,0
BEN,COP7,2001,4
BTN,COP7,2001,4
BOL,COP7,2001,4
BIH,COP7,2001,9
BWA,COP7,2001,4
BRA,COP7,2001,40
BRN,COP7,2001,0
BGR,COP7,2001,2
BFA,COP7,2001,4
BDI,COP7,2001,2
CPV,COP7,2001,0
KHM,COP7,2001,1
CMR,COP7,2001,5
CAN,COP7,2001,46
CAF,COP7,2001,3
TCD,COP7,2001,2
CHL,COP7,2001,6
CHN,COP7,2001,30
COL,COP7,2001,4
COM,COP7,2001,2
COG,COP7,2001,4
COK,COP7,2001,1
CRI,COP7,2001,5
CIV,COP7,2001,4
HRV,COP7,2001,5
CUB,COP7,2001,3
CYP,COP7,2001,2
CZE,COP7,2001,4
ZAR,COP7,2001,2
DNK,COP7,2001,31
DJI,COP7,2001,4
DMA,COP7,2001,1
DOM,COP7,2001,1
ECU,COP7,2001,4
EGY,COP7,2001,3
SLV,COP7,2001,4
GNQ,COP7,2001,0
ERI,COP7,2001,1
EST,COP7,2001,1
ETH,COP7,2001,3
FJI,COP7,2001,0
FIN,COP7,2001,33
FRA,COP7,2001,58
GAB,COP7,2001,2
GMB,COP7,2001,6
GEO,COP7,2001,5
DEU,COP7,2001,56
GHA,COP7,2001,2
GRC,COP7,2001,7
GRD,COP7,2001,1
GTM,COP7,2001,5
GIN,COP7,2001,3
GNB,COP7,2001,1
GUY,COP7,2001,1
HTI,COP7,2001,2
HND,COP7,2001,6
HUN,COP7,2001,10
ISL,COP7,2001,7
IND,COP7,2001,14
IDN,COP7,2001,34
IRN,COP7,2001,20
IRQ,COP7,2001,0
IRL,COP7,2001,13
ISR,COP7,2001,8
ITA,COP7,2001,32
JAM,COP7,2001,3
JPN,COP7,2001,97
JOR,COP7,2001,4
KAZ,COP7,2001,8
KEN,COP7,2001,7
KIR,COP7,2001,0
KWT,COP7,2001,8
KGZ,COP7,2001,1
LAO,COP7,2001,2
LVA,COP7,2001,6
LBN,COP7,2001,0
LSO,COP7,2001,3
LBR,COP7,2001,0
LBY,COP7,2001,2
LIE,COP7,2001,2
LTU,COP7,2001,1
LUX,COP7,2001,3
MKD,COP7,2001,1
MDG,COP7,2001,2
MWI,COP7,2001,4
MYS,COP7,2001,13
MDV,COP7,2001,5
MLI,COP7,2001,4
MLT,COP7,2001,0
MHL,COP7,2001,5
MRT,COP7,2001,3
MUS,COP7,2001,2
MEX,COP7,2001,32
FSM,COP7,2001,0
MCO,COP7,2001,3
MNG,COP7,2001,2
MNE,COP7,2001,0
MAR,COP7,2001,115
MOZ,COP7,2001,3
MMR,COP7,2001,1
NAM,COP7,2001,5
NRU,COP7,2001,2
NPL,COP7,2001,4
NLD,COP7,2001,28
NZL,COP7,2001,20
NIC,COP7,2001,2
NER,COP7,2001,3
NGA,COP7,2001,19
NOR,COP7,2001,29
OMN,COP7,2001,2
PAK,COP7,2001,1
PLW,COP7,2001,0
PAN,COP7,2001,5
PNG,COP7,2001,4
PRY,COP7,2001,1
PER,COP7,2001,10
PHL,COP7,2001,1
POL,COP7,2001,10
PRT,COP7,2001,19
QAT,COP7,2001,6
KOR,COP7,2001,33
MDA,COP7,2001,4
ROM,COP7,2001,2
RUS,COP7,2001,32
RWA,COP7,2001,1
KNA,COP7,2001,0
LCA,COP7,2001,1
VCT,COP7,2001,0
WSM,COP7,2001,6
SMR,COP7,2001,0
STP,COP7,2001,2
SAU,COP7,2001,13
SEN,COP7,2001,15
SCG,COP7,2001,0
SYC,COP7,2001,2
SLE,COP7,2001,2
SGP,COP7,2001,3
SVK,COP7,2001,3
SVN,COP7,2001,3
SLB,COP7,2001,0
SOM,COP7,2001,0
ZAF,COP7,2001,14
ESP,COP7,2001,44
LKA,COP7,2001,1
SDN,COP7,2001,4
SUR,COP7,2001,1
SWZ,COP7,2001,1
SWE,COP7,2001,29
CHE,COP7,2001,18
SYR,COP7,2001,1
TJK,COP7,2001,2
THA,COP7,2001,15
TMP,COP7,2001,0
TGO,COP7,2001,5
TON,COP7,2001,0
TTO,COP7,2001,0
TUN,COP7,2001,11
TUR,COP7,2001,0
TKM,COP7,2001,1
TUV,COP7,2001,1
UGA,COP7,2001,9
UKR,COP7,2001,11
ARE,COP7,2001,12
GBR,COP7,2001,37
TZA,COP7,2001,4
USA,COP7,2001,39
URY,COP7,2001,6
UZB,COP7,2001,1
VUT,COP7,2001,2
VEN,COP7,2001,11
VNM,COP7,2001,2
YEM,COP7,2001,2
ZMB,COP7,2001,4
ZWE,COP7,2001,3
AFG,COP8,2002,0
ALB,COP8,2002,1
DZA,COP8,2002,6
AGO,COP8,2002,2
ATG,COP8,2002,2
ARG,COP8,2002,4
ARM,COP8,2002,1
AUS,COP8,2002,26
AUT,COP8,2002,16
AZE,COP8,2002,1
BHS,COP8,2002,2
BHR,COP8,2002,0
BGD,COP8,2002,12
BRB,COP8,2002,1
BLR,COP8,2002,4
BEL,COP8,2002,25
BLZ,COP8,2002,1
BEN,COP8,2002,4
BTN,COP8,2002,7
BOL,COP8,2002,3
BIH,COP8,2002,8
BWA,COP8,2002,3
BRA,COP8,2002,30
BRN,COP8,2002,0
BGR,COP8,2002,5
BFA,COP8,2002,2
BDI,COP8,2002,2
CPV,COP8,2002,0
KHM,COP8,2002,2
CMR,COP8,2002,0
CAN,COP8,2002,54
CAF,COP8,2002,2
TCD,COP8,2002,2
CHL,COP8,2002,10
CHN,COP8,2002,33
COL,COP8,2002,5
COM,COP8,2002,1
COG,COP8,2002,1
COK,COP8,2002,3
CRI,COP8,2002,7
CIV,COP8,2002,4
HRV,COP8,2002,5
CUB,COP8,2002,4
CYP,COP8,2002,2
CZE,COP8,2002,7
ZAR,COP8,2002,2
DNK,COP8,2002,39
DJI,COP8,2002,2
DMA,COP8,2002,1
DOM,COP8,2002,3
ECU,COP8,2002,4
EGY,COP8,2002,12
SLV,COP8,2002,1
GNQ,COP8,2002,0
ERI,COP8,2002,1
EST,COP8,2002,3
ETH,COP8,2002,3
FJI,COP8,2002,2
FIN,COP8,2002,29
FRA,COP8,2002,36
GAB,COP8,2002,0
GMB,COP8,2002,4
GEO,COP8,2002,2
DEU,COP8,2002,54
GHA,COP8,2002,2
GRC,COP8,2002,14
GRD,COP8,2002,2
GTM,COP8,2002,2
GIN,COP8,2002,2
GNB,COP8,2002,3
GUY,COP8,2002,1
HTI,COP8,2002,1
HND,COP8,2002,2
HUN,COP8,2002,3
ISL,COP8,2002,1
IND,COP8,2002,52
IDN,COP8,2002,21
IRN,COP8,2002,11
IRQ,COP8,2002,0
IRL,COP8,2002,10
ISR,COP8,2002,2
ITA,COP8,2002,26
JAM,COP8,2002,2
JPN,COP8,2002,73
JOR,COP8,2002,3
KAZ,COP8,2002,7
KEN,COP8,2002,9
KIR,COP8,2002,4
KWT,COP8,2002,11
KGZ,COP8,2002,0
LAO,COP8,2002,2
LVA,COP8,2002,6
LBN,COP8,2002,0
LSO,COP8,2002,2
LBR,COP8,2002,0
LBY,COP8,2002,6
LIE,COP8,2002,0
LTU,COP8,2002,1
LUX,COP8,2002,3
MKD,COP8,2002,0
MDG,COP8,2002,2
MWI,COP8,2002,2
MYS,COP8,2002,15
MDV,COP8,2002,3
MLI,COP8,2002,5
MLT,COP8,2002,0
MHL,COP8,2002,0
MRT,COP8,2002,1
MUS,COP8,2002,4
MEX,COP8,2002,25
FSM,COP8,2002,6
MCO,COP8,2002,1
MNG,COP8,2002,2
MNE,COP8,2002,0
MAR,COP8,2002,13
MOZ,COP8,2002,5
MMR,COP8,2002,1
NAM,COP8,2002,6
NRU,COP8,2002,1
NPL,COP8,2002,4
NLD,COP8,2002,25
NZL,COP8,2002,15
NIC,COP8,2002,1
NER,COP8,2002,5
NGA,COP8,2002,8
NOR,COP8,2002,24
OMN,COP8,2002,8
PAK,COP8,2002,4
PLW,COP8,2002,3
PAN,COP8,2002,3
PNG,COP8,2002,6
PRY,COP8,2002,0
PER,COP8,2002,5
PHL,COP8,2002,11
POL,COP8,2002,7
PRT,COP8,2002,11
QAT,COP8,2002,5
KOR,COP8,2002,28
MDA,COP8,2002,2
ROM,COP8,2002,2
RUS,COP8,2002,15
RWA,COP8,2002,3
KNA,COP8,2002,0
LCA,COP8,2002,1
VCT,COP8,2002,0
WSM,COP8,2002,3
SMR,COP8,2002,0
STP,COP8,2002,2
SAU,COP8,2002,18
SEN,COP8,2002,13
SCG,COP8,2002,0
SYC,COP8,2002,1
SLE,COP8,2002,4
SGP,COP8,2002,7
SVK,COP8,2002,4
SVN,COP8,2002,3
SLB,COP8,2002,0
SOM,COP8,2002,0
ZAF,COP8,2002,13
ESP,COP8,2002,24
LKA,COP8,2002,9
SDN,COP8,2002,5
SUR,COP8,2002,1
SWZ,COP8,2002,0
SWE,COP8,2002,22
CHE,COP8,2002,18
SYR,COP8,2002,2
TJK,COP8,2002,7
THA,COP8,2002,19
TMP,COP8,2002,0
TGO,COP8,2002,4
TON,COP8,2002,2
TTO,COP8,2002,3
TUN,COP8,2002,8
TUR,COP8,2002,0
TKM,COP8,2002,0
TUV,COP8,2002,2
UGA,COP8,2002,9
UKR,COP8,2002,7
ARE,COP8,2002,11
GBR,COP8,2002,43
TZA,COP8,2002,4
USA,COP8,2002,45
URY,COP8,2002,6
UZB,COP8,2002,1
VUT,COP8,2002,2
VEN,COP8,2002,6
VNM,COP8,2002,3
YEM,COP8,2002,4
ZMB,COP8,2002,2
ZWE,COP8,2002,4
AFG,COP9,2003,0
ALB,COP9,2003,2
DZA,COP9,2003,14
AGO,COP9,2003,5
ATG,COP9,2003,2
ARG,COP9,2003,8
ARM,COP9,2003,2
AUS,COP9,2003,27
AUT,COP9,2003,26
AZE,COP9,2003,3
BHS,COP9,2003,1
BHR,COP9,2003,0
BGD,COP9,2003,11
BRB,COP9,2003,2
BLR,COP9,2003,1
BEL,COP9,2003,37
BLZ,COP9,2003,2
BEN,COP9,2003,4
BTN,COP9,2003,7
BOL,COP9,2003,7
BIH,COP9,2003,5
BWA,COP9,2003,0
BRA,COP9,2003,55
BRN,COP9,2003,0
BGR,COP9,2003,4
BFA,COP9,2003,4
BDI,COP9,2003,2
CPV,COP9,2003,0
KHM,COP9,2003,1
CMR,COP9,2003,0
CAN,COP9,2003,66
CAF,COP9,2003,2
TCD,COP9,2003,1
CHL,COP9,2003,13
CHN,COP9,2003,34
COL,COP9,2003,6
COM,COP9,2003,1
COG,COP9,2003,9
COK,COP9,2003,3
CRI,COP9,2003,5
CIV,COP9,2003,6
HRV,COP9,2003,5
CUB,COP9,2003,4
CYP,COP9,2003,2
CZE,COP9,2003,6
ZAR,COP9,2003,2
DNK,COP9,2003,21
DJI,COP9,2003,1
DMA,COP9,2003,0
DOM,COP9,2003,2
ECU,COP9,2003,1
EGY,COP9,2003,6
SLV,COP9,2003,0
GNQ,COP9,2003,0
ERI,COP9,2003,0
EST,COP9,2003,4
ETH,COP9,2003,0
FJI,COP9,2003,1
FIN,COP9,2003,31
FRA,COP9,2003,56
GAB,COP9,2003,0
GMB,COP9,2003,4
GEO,COP9,2003,7
DEU,COP9,2003,61
GHA,COP9,2003,8
GRC,COP9,2003,15
GRD,COP9,2003,0
GTM,COP9,2003,2
GIN,COP9,2003,2
GNB,COP9,2003,4
GUY,COP9,2003,0
HTI,COP9,2003,1
HND,COP9,2003,2
HUN,COP9,2003,18
ISL,COP9,2003,5
IND,COP9,2003,26
IDN,COP9,2003,28
IRN,COP9,2003,6
IRQ,COP9,2003,0
IRL,COP9,2003,29
ISR,COP9,2003,3
ITA,COP9,2003,179
JAM,COP9,2003,1
JPN,COP9,2003,76
JOR,COP9,2003,2
KAZ,COP9,2003,7
KEN,COP9,2003,9
KIR,COP9,2003,4
KWT,COP9,2003,8
KGZ,COP9,2003,3
LAO,COP9,2003,3
LVA,COP9,2003,3
LBN,COP9,2003,0
LSO,COP9,2003,2
LBR,COP9,2003,0
LBY,COP9,2003,4
LIE,COP9,2003,2
LTU,COP9,2003,1
LUX,COP9,2003,3
MKD,COP9,2003,4
MDG,COP9,2003,2
MWI,COP9,2003,10
MYS,COP9,2003,20
MDV,COP9,2003,3
MLI,COP9,2003,7
MLT,COP9,2003,0
MHL,COP9,2003,2
MRT,COP9,2003,2
MUS,COP9,2003,2
MEX,COP9,2003,13
FSM,COP9,2003,11
MCO,COP9,2003,3
MNG,COP9,2003,0
MNE,COP9,2003,0
MAR,COP9,2003,27
MOZ,COP9,2003,3
MMR,COP9,2003,1
NAM,COP9,2003,7
NRU,COP9,2003,0
NPL,COP9,2003,1
NLD,COP9,2003,36
NZL,COP9,2003,16
NIC,COP9,2003,6
NER,COP9,2003,5
NGA,COP9,2003,13
NOR,COP9,2003,21
OMN,COP9,2003,6
PAK,COP9,2003,2
PLW,COP9,2003,2
PAN,COP9,2003,7
PNG,COP9,2003,4
PRY,COP9,2003,0
PER,COP9,2003,14
PHL,COP9,2003,15
POL,COP9,2003,6
PRT,COP9,2003,9
QAT,COP9,2003,5
KOR,COP9,2003,39
MDA,COP9,2003,2
ROM,COP9,2003,8
RUS,COP9,2003,34
RWA,COP9,2003,3
KNA,COP9,2003,0
LCA,COP9,2003,1
VCT,COP9,2003,0
WSM,COP9,2003,10
SMR,COP9,2003,0
STP,COP9,2003,1
SAU,COP9,2003,16
SEN,COP9,2003,8
SCG,COP9,2003,7
SYC,COP9,2003,1
SLE,COP9,2003,2
SGP,COP9,2003,4
SVK,COP9,2003,6
SVN,COP9,2003,2
SLB,COP9,2003,1
SOM,COP9,2003,0
ZAF,COP9,2003,19
ESP,COP9,2003,36
LKA,COP9,2003,2
SDN,COP9,2003,4
SUR,COP9,2003,1
SWZ,COP9,2003,1
SWE,COP9,2003,38
CHE,COP9,2003,11
SYR,COP9,2003,4
TJK,COP9,2003,3
THA,COP9,2003,19
TMP,COP9,2003,0
TGO,COP9,2003,4
TON,COP9,2003,0
TTO,COP9,2003,3
TUN,COP9,2003,6
TUR,COP9,2003,0
TKM,COP9,2003,1
TUV,COP9,2003,4
UGA,COP9,2003,6
UKR,COP9,2003,5
ARE,COP9,2003,18
GBR,COP9,2003,38
TZA,COP9,2003,9
USA,COP9,2003,95
URY,COP9,2003,5
UZB,COP9,2003,1
VUT,COP9,2003,2
VEN,COP9,2003,7
VNM,COP9,2003,3
YEM,COP9,2003,5
ZMB,COP9,2003,2
ZWE,COP9,2003,5